City,Country,Gases Included,Emissions Column Number,Emissions Column Name,Emissions Row Number,Emissions Row Name,Emissions Response Answer,Emissions Description,Emissions Data Reported,Inventory Year,Population in inventory year,City_Location,Last update,Organization Name
Wellfleet,United States of America,CH4; CO2,1,Direct emissions (metric tonnes CO2e)^,26,Generation of grid-supplied energy > Electricity-only generation^,0,2601 Generation of grid-supplied energy > Electricity-only generation^ - Direct,1,,0,POINT (-70.031 41.9305),04/02/2023 4:08:42 AM,"Town of Wellfleet, MA"
Beaverton,United States of America,,1,Direct emissions (metric tonnes CO2e)^,25,Total AFOLU,0,2501 Total AFOLU - Direct,0,2017,95710,POINT (-122.797 45.4857),04/02/2023 4:08:42 AM,"City of Beaverton, OR"
Boston,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,45504,1303 Total Transport - Indirect,1,2020,675647,POINT (-71.0598 42.3584),04/02/2023 4:08:42 AM,"City of Boston, MA"
Memphis,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,2,Stationary energy > Commercial buildings & facilities^,927083.66,0201 Stationary energy > Commercial buildings & facilities^ - Direct,1,2019,937166,POINT (-90.049 35.1495),04/02/2023 4:08:42 AM,"City of Memphis, TN"
Philadelphia,United States of America,CH4; CO2; HFCs; N2O; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,22,AFOLU > Livestock,0,2201 AFOLU > Livestock - Direct,1,2019,1584064,POINT (-75.1638 39.9523),04/02/2023 4:08:42 AM,"City of Philadelphia, PA"
,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",2,Stationary energy > Commercial buildings & facilities^,0,0203 Stationary energy > Commercial buildings & facilities^ - Indirect,0,2018,23203,,04/02/2023 4:08:42 AM,"City of Greenbelt, MD"
,United States of America,CH4; CO2; N2O; NF3; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),31,Total Emissions (excluding generation of grid-supplied energy),0,3105 Total Emissions (excluding generation of grid-supplied energy) - Outside Boundary,1,2021,30177,,04/02/2023 4:08:42 AM,"City of Highland Park, IL"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),15,Waste > Biological treatment^,0,1505 Waste > Biological treatment^ - Outside Boundary,0,2019,13290,,04/02/2023 4:08:42 AM,"Town of York, ME"
Pittsburgh,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,19,IPPU > Industrial process,0,1901 IPPU > Industrial process - Direct,0,2020/2021,292537,POINT (-79.9959 40.4406),04/02/2023 4:08:42 AM,"City of Pittsburgh, PA"
Piedmont,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),2,Stationary energy > Commercial buildings & facilities^,0,0205 Stationary energy > Commercial buildings & facilities^ - Outside Boundary,1,2020,11000,POINT (-122.232 37.8244),04/02/2023 4:08:42 AM,"City of Piedmont, CA"
Culver City,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),3,Total Scope 2 emissions,616,0301 Total Scope 2 emissions,1,2019,39185,POINT (-118.4 34.02),04/02/2023 4:08:42 AM,"City of Culver City, CA"
Easton,United States of America,CO2,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",6,Stationary energy > Fugitive emissions^,0,0603 Stationary energy > Fugitive emissions^ - Indirect,1,2018,27000,POINT (-75.2207 40.6884),04/02/2023 4:08:42 AM,"City of Easton, PA"
,United States of America,,1,Direct emissions (metric tonnes CO2e)^,15,Waste > Biological treatment^,0,1501 Waste > Biological treatment^ - Direct,0,,0,,04/02/2023 4:08:42 AM,"City of Urbana, IL"
Tempe,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,30,Total generation of grid-supplied energy,0,3001 Total generation of grid-supplied energy - Direct,0,2020,180587,POINT (-111.94 33.4255),04/02/2023 4:08:42 AM,"City of Tempe, AZ"
Providence,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),15,Waste > Biological treatment^,413.99,1505 Waste > Biological treatment^ - Outside Boundary,1,2018,179435,POINT (-71.4128 41.824),04/02/2023 4:08:42 AM,"City of Providence, RI"
,United States of America,,1,Direct emissions (metric tonnes CO2e)^,17,Waste > Wastewater^,0,1701 Waste > Wastewater^ - Direct,0,,0,,04/02/2023 4:08:42 AM,"City of Beverly, MA"
Philadelphia,United States of America,CH4; CO2; HFCs; N2O; PFCs; SF6,1,Direct emissions (metric tonnes CO2e)^,2,Stationary energy > Commercial buildings & facilities^,1142769,0201 Stationary energy > Commercial buildings & facilities^ - Direct,1,2019,1584064,POINT (-75.1638 39.9523),04/02/2023 4:08:42 AM,"City of Philadelphia, PA"
Aurora,United States of America,,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",11,Transportation > Aviation^,0,1103 Transportation > Aviation^ - Indirect,0,,0,POINT (41.7606 88.3201),04/02/2023 4:08:42 AM,"City of Aurora, IL"
South Bend,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",7,Total Stationary Energy,645857.64,0703 Total Stationary Energy - Indirect,1,2021,103453,POINT (41.6754 -86.2532),04/02/2023 4:08:42 AM,"City of South Bend, IN"
,United States of America,,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",2,Stationary energy > Commercial buildings & facilities^,0,0203 Stationary energy > Commercial buildings & facilities^ - Indirect,0,,0,,04/02/2023 4:08:42 AM,"City of Beverly, MA"
Denton,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),3,Total Scope 2 emissions,286650,0301 Total Scope 2 emissions,1,2019,136195,POINT (-97.1331 33.2148),04/02/2023 4:08:42 AM,"City of Denton, TX"
Las Vegas,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),22,AFOLU > Livestock,0,2205 AFOLU > Livestock - Outside Boundary,1,2019,651297,POINT (-115.14 36.1699),04/02/2023 4:08:42 AM,"City of Las Vegas, NV"
Hallandale Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),7,Total Stationary Energy,0,0705 Total Stationary Energy - Outside Boundary,0,2021,39901,POINT (-80.1484 25.9812),04/02/2023 4:08:42 AM,"City of Hallandale Beach, FL"
,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,21,Total IPPU,0,2101 Total IPPU - Direct,0,2017,75750,,04/02/2023 4:08:42 AM,"City of Bethlehem, PA"
San Diego,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,27,Generation of grid-supplied energy > CHP generation^,4127,2701 Generation of grid-supplied energy > CHP generation^ - Direct,1,2019/2020,1400000,POINT (-117.163 32.7175),04/02/2023 4:08:42 AM,"City of San Diego, CA"
Fort Collins,United States of America,CH4; CO2; N2O; SF6,1,Direct emissions (metric tonnes CO2e)^,25,Total AFOLU,0,2501 Total AFOLU - Direct,0,2020/2021,171264,POINT (-105.084 40.5853),04/02/2023 4:08:42 AM,"City of Fort Collins, CO"
Berkeley,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),21,Total IPPU,0,2105 Total IPPU - Outside Boundary,0,2020,124321,,04/02/2023 4:08:42 AM,"City of Berkeley, CA"
Rochester,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),23,AFOLU > Land use,0,2305 AFOLU > Land use - Outside Boundary,0,2010,210563,POINT (-77.6109 43.161),04/02/2023 4:08:42 AM,"City of Rochester, NY"
San Francisco,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),29,Generation of grid-supplied energy > Local renewable generation,0,2905 Generation of grid-supplied energy > Local renewable generation - Outside Boundary,0,2019,881549,POINT (-122.419 37.7749),04/02/2023 4:08:42 AM,"City of San Francisco, CA"
Columbus,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,9,Transportation > Rail^,25159.27,0901 Transportation > Rail^ - Direct,1,2021,913921,POINT (-82.9988 39.9612),04/02/2023 4:08:42 AM,"City of Columbus, OH"
Reno,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),24,AFOLU > Other AFOLU,0,2405 AFOLU > Other AFOLU - Outside Boundary,1,2020,264165,POINT (-119.814 39.5296),04/02/2023 4:08:42 AM,"City of Reno, NV"
,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),15,"Agriculture, Forestry and Land Use – Scope 1",503.1,"1501 Agriculture, Forestry and Land Use – Scope 1",1,2019,96577,,04/02/2023 4:08:42 AM,"City of Longmont, CO"
Louisville,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),8,Transportation > On-road^,1099830,0805 Transportation > On-road^ - Outside Boundary,1,2016,765352,POINT (-85.6784 38.196),04/02/2023 4:08:42 AM,"City of Louisville, KY"
Palo Alto,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),3,Stationary energy > Institutional buildings & facilities^,0,0305 Stationary energy > Institutional buildings & facilities^ - Outside Boundary,1,2020,67973,POINT (-122.143 37.4419),04/02/2023 4:08:42 AM,"City of Palo Alto, CA"
Phoenix,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,1,2020,1654675,POINT (-112.074 33.4484),04/02/2023 4:08:42 AM,"City of Phoenix, AZ"
Milwaukee,United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),30,Total generation of grid-supplied energy,533.7,3005 Total generation of grid-supplied energy - Outside Boundary,1,2018,592025,POINT (-87.9065 43.0389),04/02/2023 4:08:42 AM,"City of Milwaukee, WI"
San Antonio,United States of America,CH4; CO2; HFCs; N2O; NF3; PFCs; SF6,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",12,Transportation > Off-road^,0,1203 Transportation > Off-road^ - Indirect,1,2019,1451853,POINT (-98.4936 29.4241),04/02/2023 4:08:42 AM,"City of San Antonio, TX"
West Palm Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),29,Generation of grid-supplied energy > Local renewable generation,0,2905 Generation of grid-supplied energy > Local renewable generation - Outside Boundary,0,2018,111398,POINT (-80.0534 26.7153),04/02/2023 4:08:42 AM,"City of West Palm Beach, FL"
Breckenridge,United States of America,CH4; CO2; N2O,1,Emissions (metric tonnes CO2e),12,Waste: waste generated within the city boundary – Scope 3,16057,1201 Waste: waste generated within the city boundary – Scope 3,1,2020,4947,POINT (106.038 39.4817),04/02/2023 4:08:42 AM,"Town of Breckenridge, CO"
Boulder,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,21,Total IPPU,0,2101 Total IPPU - Direct,0,2021/2022,108250,POINT (-105.252 40.0274),04/02/2023 4:08:42 AM,"City of Boulder, CO"
Los Angeles,United States of America,CH4; CO2; HFCs; N2O; PFCs,1,Direct emissions (metric tonnes CO2e)^,16,Waste > Incineration and open burning^,0,1601 Waste > Incineration and open burning^ - Direct,1,2020,3898747,POINT (-118.244 34.0522),04/02/2023 4:08:42 AM,"City of Los Angeles, CA"
Boston,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",11,Transportation > Aviation^,0,1103 Transportation > Aviation^ - Indirect,1,2020,675647,POINT (-71.0598 42.3584),04/02/2023 4:08:42 AM,"City of Boston, MA"
Evanston,United States of America,,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",12,Transportation > Off-road^,0,1203 Transportation > Off-road^ - Indirect,0,,0,POINT (-87.6898 42.0669),04/02/2023 4:08:42 AM,"City of Evanston, IL"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),15,Waste > Biological treatment^,0,1505 Waste > Biological treatment^ - Outside Boundary,1,2020,1253889,,04/02/2023 4:08:42 AM,"Cuyahoga County, OH"
Tacoma,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),11,Transportation > Aviation^,0,1105 Transportation > Aviation^ - Outside Boundary,0,2019,216304,POINT (-122.444 47.2529),04/02/2023 4:08:42 AM,"City of Tacoma, WA"
Boynton Beach,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),16,Waste > Incineration and open burning^,0,1605 Waste > Incineration and open burning^ - Outside Boundary,1,2017,0,POINT (-80.216 26.4986),04/02/2023 4:08:42 AM,"City of Boynton Beach, FL"
South Bend,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),19,IPPU > Industrial process,0,1905 IPPU > Industrial process - Outside Boundary,0,2021,103453,POINT (41.6754 -86.2532),04/02/2023 4:08:42 AM,"City of South Bend, IN"
Manhattan Beach,United States of America,CO2,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),10,Transportation > Waterborne navigation^,0,1005 Transportation > Waterborne navigation^ - Outside Boundary,1,2020,35064,POINT (-118.405 33.8889),04/02/2023 4:08:42 AM,"City of Manhattan Beach, CA"
Charlottesville,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,15,Waste > Biological treatment^,0,1501 Waste > Biological treatment^ - Direct,1,2020,46553,POINT (-78.4767 38.0293),04/02/2023 4:08:42 AM,"City of Charlottesville, VA"
Charlotte,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",6,Stationary energy > Fugitive emissions^,0,0603 Stationary energy > Fugitive emissions^ - Indirect,1,2019,868000,POINT (-80.8431 35.2271),04/02/2023 4:08:42 AM,"City of Charlotte, NC"
Aurora,United States of America,,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),1,Stationary energy > Residential buildings^,0,0105 Stationary energy > Residential buildings^ - Outside Boundary,0,,0,POINT (41.7606 88.3201),04/02/2023 4:08:42 AM,"City of Aurora, IL"
Evanston,United States of America,,1,Direct emissions (metric tonnes CO2e)^,25,Total AFOLU,0,2501 Total AFOLU - Direct,0,,0,POINT (-87.6898 42.0669),04/02/2023 4:08:42 AM,"City of Evanston, IL"
Somerville,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,9,Transportation > Rail^,0,0901 Transportation > Rail^ - Direct,1,2018,81357,POINT (-71.0826 42.3934),04/02/2023 4:08:42 AM,"City of Somerville, MA"
,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,24,AFOLU > Other AFOLU,0,2401 AFOLU > Other AFOLU - Direct,1,2019,60207,,04/02/2023 4:08:42 AM,"San Rafael, CA"
,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),4,Stationary energy > Industrial buildings & facilities^,0,0405 Stationary energy > Industrial buildings & facilities^ - Outside Boundary,1,2019,4254028,,04/02/2023 4:08:42 AM,East Central Florida Regional Planning Council
Charlottesville,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,3,Stationary energy > Institutional buildings & facilities^,0,0301 Stationary energy > Institutional buildings & facilities^ - Direct,1,2020,46553,POINT (-78.4767 38.0293),04/02/2023 4:08:42 AM,"City of Charlottesville, VA"
Boulder,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,1,Stationary energy > Residential buildings^,114371,0101 Stationary energy > Residential buildings^ - Direct,1,2021/2022,108250,POINT (-105.252 40.0274),04/02/2023 4:08:42 AM,"City of Boulder, CO"
Bloomington,United States of America,CH4; CO2; N2O,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",13,Total Transport,0,1303 Total Transport - Indirect,1,2018,85000,POINT (-86.5264 39.1653),04/02/2023 4:08:42 AM,"City of Bloomington, IN"
Easton,United States of America,CO2,3,"Indirect emissions from the use of grid-supplied electricity, heat, steam and/or cooling (metric tonnes CO2e)^",11,Transportation > Aviation^,0,1103 Transportation > Aviation^ - Indirect,1,2018,27000,POINT (-75.2207 40.6884),04/02/2023 4:08:42 AM,"City of Easton, PA"
Memphis,United States of America,CH4; CO2; N2O,5,Emissions occurring outside the jurisdiction boundary as a result of in-jurisdiction activities (metric tonnes CO2e),28,Generation of grid-supplied energy > Heat/cold generation^,0,2805 Generation of grid-supplied energy > Heat/cold generation^ - Outside Boundary,0,2019,937166,POINT (-90.049 35.1495),04/02/2023 4:08:42 AM,"City of Memphis, TN"
Arlington,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,8,Transportation > On-road^,717141,0801 Transportation > On-road^ - Direct,1,2016,228800,POINT (-76.0026 37.2265),04/02/2023 4:08:42 AM,"Arlington, VA"
Albany,United States of America,CO2,1,Direct emissions (metric tonnes CO2e)^,23,AFOLU > Land use,0,2301 AFOLU > Land use - Direct,1,2019,99224,POINT (-73.7562 42.6526),04/02/2023 4:08:42 AM,"City of Albany, NY"
Somerville,United States of America,CH4; CO2; N2O,1,Direct emissions (metric tonnes CO2e)^,6,Stationary energy > Fugitive emissions^,37312,0601 Stationary energy > Fugitive emissions^ - Direct,1,2018,81357,POINT (-71.0826 42.3934),04/02/2023 4:08:42 AM,"City of Somerville, MA"
